city,date,postal_code,price,streetname,url,amenities,appartment_type,balcony_terrace,bathroom_amenities,bathrooms_amount,build_year,construction_type,delivery,external_storage,floor,floors_amount,heating_type,heating,isolation,kvk_insurance,kvk_monthly_payment,kvk_registration,kvk_repair_plan,kvk_reserve_funds,kvk_yearly_meeting,living_size,location,outside_size,parking,roof,rooms_amount,status,volume,warm_water
Utrecht,24-12-22,3553 EB ,400000,Amsterdamsestraatweg 449 b,https://mijn.makelaarsland.nl/woning-details/2961789?skipBrokerCheck=True,"TV kabel, Buitenzonwering, Rookkanaal, Natuurlijke ventilatie","Appartement, Bovenwoning",Balkon aanwezig,Toilet,1,1930,Bestaande bouw,In overleg,,2e woonlaag,1,,Cv-ketel,Dubbel glas,Ja,75,Ja,Ja,Ja,Ja,85,"Aan park, In woonwijk, Vrij uitzicht",5,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,286,Cv-ketel
's-Gravenhage,24-12-22,2513 CJ ,473500,Toussaintkade 6,https://mijn.makelaarsland.nl/woning-details/2961788?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Airconditioning","Appartement, Bovenwoning",Balkon aanwezig,Stoomcabine,1,1906,Bestaande bouw,In overleg,,1e woonlaag,1,,"Cv-ketel, Gashaard",Dubbel glas,Nee,,Nee,Nee,Nee,Nee,44,"Aan water, In centrum, Vrij uitzicht",1,"Betaald parkeren, Parkeervergunningen","Samengesteld dak bedekt met leisteen, bitumineuze dakbedekking",2,Beschikbaar,149,Cv-ketel
Linne,24-12-22,6067 CH ,549000,Breeweg 25,https://mijn.makelaarsland.nl/woning-details/2961787?skipBrokerCheck=True,Mechanische ventilatie,,,,1,,Bestaande bouw,In overleg,5,,,,Cv-ketel,Dakisolatie,,,,,,,239,"Aan rustige weg, Beschutte ligging",,Op eigen terrein,Zadeldak bedekt met pannen,8,Beschikbaar,1158,Cv-ketel
Utrecht,24-12-22,3551 BH ,400000,Acaciastraat 26,https://mijn.makelaarsland.nl/woning-details/2961554?skipBrokerCheck=True,"TV kabel, Natuurlijke ventilatie","Appartement, Benedenwoning",,,1,1913,Bestaande bouw,In overleg,7,1e woonlaag,2,,Cv-ketel,Grotendeels dubbelglas,Ja,26,Ja,Ja,Ja,Ja,76,In woonwijk,3,"Openbaar parkeren, Betaald parkeren",Samengesteld dak bedekt met pannen,3,Beschikbaar,260,Cv-ketel
Leersum,24-12-22,3956 TC ,450000,Koningin-Wilhelminalaan 35,https://mijn.makelaarsland.nl/woning-details/2960397?skipBrokerCheck=True,Elektra,,,Toilet,1,1979,Bestaande bouw,In overleg,32,,,,"Cv-ketel, Gashaard","Dakisolatie, HR-glas",,,,,,,115,"Aan rustige weg, In woonwijk, In bosrijke omgeving",,Openbaar parkeren,Zadeldak bedekt met pannen,6,Beschikbaar,391,Cv-ketel
Lexmond,24-12-22,4128 CZ ,360000,Zuidernes 28,https://mijn.makelaarsland.nl/woning-details/2960395?skipBrokerCheck=True,Voorzien van elektra,,,"Douche, toilet",1,1987,Bestaande bouw,In overleg,19,,,,"Cv-ketel, Houtkachel","Gedeeltelijk dubbel glas, Grotendeels dubbelglas",,,,,,,118,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,408,Cv-ketel
Bilthoven,24-12-22,3723 LC ,875000,Dr. Julius Rontgenlaan 68,https://mijn.makelaarsland.nl/woning-details/2981343?skipBrokerCheck=True,"Elektra, Elektrische deur",,Balkon aanwezig,Toilet,1,1961,Bestaande bouw,In overleg,21,,,,"Cv-ketel, Gashaard","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, Driedubbel glas",,,,,,,144,"Aan rustige weg, Open ligging",3,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,488,Cv-ketel
Amstelveen,24-12-22,1186 WP ,695000,Voorplecht 77,https://mijn.makelaarsland.nl/woning-details/2980971?skipBrokerCheck=True,"Mechanische ventilatie, Alarminstallatie, TV kabel, Buitenzonwering, Dakraam, Zonnepanelen, Natuurlijke ventilatie",,,"Douche, toilet",1,1984,Bestaande bouw,In overleg,5,,,,Cv-ketel,Dubbel glas,,,,,,,117,"Aan water, In woonwijk",1,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,422,Cv-ketel
Amsterdam,24-12-22,1051 LE ,360000,Haarlemmerweg 211 2,https://mijn.makelaarsland.nl/woning-details/2980883?skipBrokerCheck=True,"TV kabel, Natuurlijke ventilatie","Appartement, Bovenwoning",,"Douche, toilet",1,,Bestaande bouw,In overleg,6,3e woonlaag,1,,Cv-ketel,Dubbel glas,Ja,100,Ja,Ja,Ja,Ja,38,"Aan drukke weg, Vrij uitzicht, Aan vaarwater",2,Parkeervergunningen,Plat dak bedekt met bitumineuze dakbedekking,2,Beschikbaar,125,Cv-ketel
Lelystad,24-12-22,8241 AL ,695000,Eaglelaan 62,https://mijn.makelaarsland.nl/woning-details/2980848?skipBrokerCheck=True,Voorzien van elektra,,,"Ligbad, 2 douches, toilet",2,2001,Bestaande bouw,In overleg,8,,,,Cv-ketel,Geen isolatie,,,,,,,206,"Aan water, In woonwijk",9,Openbaar parkeren,"Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",6,Beschikbaar,802,Cv-ketel
Woerden,24-12-22,3445 AV ,798000,Utrechtsestraatweg 56 I,https://mijn.makelaarsland.nl/woning-details/2980762?skipBrokerCheck=True,Elektra,,"Dakterras aanwezig, balkon aanwezig",Toilet,1,1939,Bestaande bouw,In overleg,5,,,,"Cv-ketel, Vloerverwarming gedeeltelijk, Gashaard","Vloerisolatie, Gedeeltelijk dubbel glas",,,,,,,157,In woonwijk,25,"Openbaar parkeren, Op eigen terrein",Samengesteld dak bedekt met pannen,6,Beschikbaar,620,"Cv-ketel, Elektrische boiler eigendom"
Arcen,24-12-22,5944 GA ,325000,Appelgaard 23,https://mijn.makelaarsland.nl/woning-details/2980507?skipBrokerCheck=True,Elektra,,,,,1998,Bestaande bouw,In overleg,38,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,125,Aan rustige weg,15,Openbaar parkeren,Zadeldak bedekt met pannen,9,Beschikbaar,466,Cv-ketel
Leusden,24-12-22,3831 NR ,315000,De Schepershilt 31,https://mijn.makelaarsland.nl/woning-details/2980506?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Airconditioning, Dakraam, Glasvezel kabel, Zonnepanelen","Appartement, Maisonnette",Balkon aanwezig,"Ligbad, douche, toilet",1,1983,Bestaande bouw,In overleg,6,2e woonlaag,3,,Warmtepomp,"Dakisolatie, Muurisolatie, HR-glas",Ja,347,Ja,Ja,Ja,Ja,83,In centrum,9,Openbaar parkeren,Zadeldak bedekt met metaal,3,Beschikbaar,284,Zonneboiler
Alphen aan den Rijn,24-12-22,2401 VK ,290000,Vliestroom 345,https://mijn.makelaarsland.nl/woning-details/2980503?skipBrokerCheck=True,,"Appartement, Galerijflat",Balkon aanwezig,"Douche, toilet",1,1973,Bestaande bouw,In overleg,8,2e woonlaag,2,,Blokverwarming,Grotendeels dubbelglas,Ja,414,Ja,Ja,Ja,Ja,90,In woonwijk,10,,Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,294,Centrale Voorziening
Valthermond,24-12-22,7876 AK ,275000,Zuiderdiep 197,https://mijn.makelaarsland.nl/woning-details/2980168?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Rookkanaal, Schuifpui, Zonnepanelen",,,Douche,1,1920,Bestaande bouw,In overleg,,,,,"Cv-ketel, Houtkachel","Dakisolatie, Vloerisolatie, Dubbel glas, HR-glas",,,,,,,114,"Vrij uitzicht, Landelijk gelegen",19,Op eigen terrein,Zadeldak bedekt met pannen,5,Beschikbaar,444,Cv-ketel
Rijswijk,24-12-22,2282 VC ,409500,Frans Halskade 100,https://mijn.makelaarsland.nl/woning-details/2979910?skipBrokerCheck=True,"TV kabel, Buitenzonwering, Rookkanaal, Dakraam, Glasvezel kabel","Appartement, Maisonnette",Balkon aanwezig,"Jacuzzi, douche, toilet",1,1941,Bestaande bouw,In overleg,,1e woonlaag,3,,Cv-ketel,"Dakisolatie, Dubbel glas",Ja,60,Ja,Ja,Ja,Ja,108,"Aan water, Aan rustige weg, In woonwijk",11,Betaald parkeren,Zadeldak bedekt met pannen,6,Beschikbaar,366,Cv-ketel
Driehuis Nh,24-12-22,1985 HD ,940000,Driehuizerkerkweg 136,https://mijn.makelaarsland.nl/woning-details/2979810?skipBrokerCheck=True,,,,,,,Bestaande bouw,In overleg,50,,,,Cv-ketel,"Gedeeltelijk dubbel glas, Geen spouw",,,,,,,116,"In woonwijk, Beschutte ligging, In bosrijke omgeving",,Op eigen terrein,Zadeldak bedekt met pannen,5,Beschikbaar,420,Cv-ketel
Utrecht,24-12-22,3527 JZ ,290000,Van Vollenhovenlaan 248,https://mijn.makelaarsland.nl/woning-details/2979317?skipBrokerCheck=True,TV kabel,"Appartement, Portiekflat",Balkon aanwezig,,1,1961,Bestaande bouw,In overleg,5,2e woonlaag,1,,Cv-ketel,Grotendeels dubbelglas,Ja,115,Ja,Ja,Ja,Ja,67,Aan rustige weg,6,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,218,Cv-ketel
Hilversum,24-12-22,1213 EH ,729000,Van Ostadelaan 37,https://mijn.makelaarsland.nl/woning-details/2979168?skipBrokerCheck=True,"TV kabel, Rookkanaal, Dakraam, Natuurlijke ventilatie",,Balkon aanwezig,"Ligbad, douche",1,1924,Bestaande bouw,In overleg,,,,,"Cv-ketel, Openhaard",Gedeeltelijk dubbel glas,,,,,,,103,"Aan rustige weg, In woonwijk",6,"Openbaar parkeren, Op eigen terrein","Samengesteld dak bedekt met pannen, metaal",5,Beschikbaar,477,Cv-ketel
's-Gravenhage,24-12-22,2521 CH ,325000,Waldorpstraat 490,https://mijn.makelaarsland.nl/woning-details/2978916?skipBrokerCheck=True,Voorzien van elektra,"Appartement, Bovenwoning",Balkon aanwezig,,1,2016,Bestaande bouw,In overleg,,8e woonlaag,1,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, Volledig geïsoleerd",Ja,142,Ja,Ja,Ja,Ja,83,"Aan rustige weg, In woonwijk",6,"Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,276,Cv-ketel
Tilburg,24-12-22,5026 DE ,875000,Francois Brandthof 4,https://mijn.makelaarsland.nl/woning-details/2978914?skipBrokerCheck=True,Voorzien van elektra,,,Ligbad,1,2021,Bestaande bouw,In overleg,10,,,,"Vloerverwarming geheel, Warmtepomp",Geen isolatie,,,,,,,196,"Aan rustige weg, In woonwijk",1,Op eigen terrein,Samengesteld dak bedekt met pannen,7,Beschikbaar,737,"Centrale Voorziening, Elektrische boiler eigendom"
Oudebildtzijl,24-12-22,9078 VE ,236000,Monnikebildtdijk 4,https://mijn.makelaarsland.nl/woning-details/2721380?skipBrokerCheck=True,Elektra,,,"Ligbad, douche, toilet",1,1930,Bestaande bouw,In overleg,27,,,,"Cv-ketel, Houtkachel",Geen isolatie,,,,,,,102,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,4,Beschikbaar,382,Cv-ketel
Arnhem,24-12-22,6822 MA ,339000,Klein Vijverdal 42,https://mijn.makelaarsland.nl/woning-details/2714418?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Lift, Glasvezel kabel","Appartement, Galerijflat",Balkon aanwezig,,1,2012,Bestaande bouw,In overleg,2,2e woonlaag,1,,Cv-ketel,Volledig geïsoleerd,Ja,93,Ja,Ja,Ja,Ja,70,"Aan bosrand, In woonwijk",13,"Openbaar parkeren, Parkeergarage",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,230,Cv-ketel
Tull en 't Waal,24-12-22,3999 WK ,1499,Lange Uitweg 39,https://mijn.makelaarsland.nl/woning-details/2707617?skipBrokerCheck=True,"Elektra, Water",,,"Ligbad, douche, toilet",1,2006,Bestaande bouw,In overleg,103,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,200,"Aan rustige weg, Vrij uitzicht, Landelijk gelegen",18,"Openbaar parkeren, Op eigen terrein",Samengesteld dak,5,Beschikbaar,813,Cv-ketel
Zwanenburg,24-12-22,1161 SP ,470000,Populierenlaan 18,https://mijn.makelaarsland.nl/woning-details/2705177?skipBrokerCheck=True,Voorzien van elektra,,,"Ligbad, douche, toilet",1,1967,Bestaande bouw,In overleg,12,,,,Cv-ketel,Dubbel glas,,,,,,,116,In woonwijk,,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,388,Cv-ketel
's-Gravenhage,24-12-22,2512 GB ,397000,Prinsegracht 70,https://mijn.makelaarsland.nl/woning-details/2698444?skipBrokerCheck=True,TV kabel,"Appartement, Benedenwoning",,,1,1913,Bestaande bouw,In overleg,,1e woonlaag,2,,Cv-ketel,Grotendeels dubbelglas,Nee,,Nee,Nee,Nee,Nee,87,"In centrum, In woonwijk",4,"Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,325,Cv-ketel
's-Gravenhage,24-12-22,2512 EV ,379000,Rode Leeuwstraat 29,https://mijn.makelaarsland.nl/woning-details/2698440?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Dakraam","Appartement, Benedenwoning",,,1,1913,Bestaande bouw,In overleg,,1e woonlaag,1,,Cv-ketel,"Driedubbel glas, HR-glas",Nee,,Nee,Nee,Nee,Nee,67,"Aan rustige weg, In woonwijk",,"Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,248,Cv-ketel
Amsterdam,24-12-22,1054 GE ,495000,Vondelstraat 42 G,https://mijn.makelaarsland.nl/woning-details/2693138?skipBrokerCheck=True,TV kabel,"Appartement, Bovenwoning",,Douche,1,,Bestaande bouw,In overleg,3,2e woonlaag,1,,Cv-ketel,Geen isolatie,Ja,70,Ja,Ja,Ja,Ja,37,"Aan park, In centrum",,"Betaald parkeren, Parkeervergunningen",Samengesteld dak,2,Beschikbaar,125,Cv-ketel
Vlaardingen,24-12-22,3131 BP ,1175,Hoogstraat 86 88 90,https://mijn.makelaarsland.nl/woning-details/2656778?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Dakraam",,Dakterras aanwezig,"3 ligbaden, douche, toilet",3,1885,Bestaande bouw,In overleg,5,,,,"Cv-ketel, Openhaard, Vloerverwarming gedeeltelijk","Dubbel glas, HR-glas",,,,,,,378,"In centrum, In woonwijk",48,"Openbaar parkeren, Parkeervergunningen","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",12,Beschikbaar,1424,Cv-ketel
Emmer-Compascuum,24-12-22,7881 NT ,925000,Maatschappijweg 25,https://mijn.makelaarsland.nl/woning-details/2572890?skipBrokerCheck=True,Voorzien van elektra,,,"Ligbad, douche",1,1900,Bestaande bouw,In overleg,31,,,,"Vloerverwarming gedeeltelijk, Warmtepomp, Houtkachel","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,407,"Aan rustige weg, Vrij uitzicht, Beschutte ligging, Landelijk gelegen",,Op eigen terrein,Samengesteld dak bedekt met pannen,10,Beschikbaar,2735,Zonneboiler
Berkhout,24-12-22,1647 LE ,245000,Lijsbeth Tijsweg 7 40,https://mijn.makelaarsland.nl/woning-details/2554959?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Natuurlijke ventilatie",,,"Ligbad, douche",1,2020,Bestaande bouw,In overleg,,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,66,"Aan water, Aan rustige weg, Vrij uitzicht, Open ligging",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met kunststof,4,Beschikbaar,263,Cv-ketel
Vinkeveen,24-12-22,3645 BD ,580000,Groenlandse kade 10,https://mijn.makelaarsland.nl/woning-details/2511669?skipBrokerCheck=True,"Buitenzonwering, Airconditioning, Schuifpui, Natuurlijke ventilatie",,,"Ligbad, douche, toilet",1,1999,Bestaande bouw,In overleg,10,,,,"Cv-ketel, Vloerverwarming gedeeltelijk",Dubbel glas,,,,,,,85,Aan rustige weg,,Op eigen terrein,Zadeldak bedekt met pannen,3,Beschikbaar,321,Cv-ketel
Zandvoort,24-12-22,2042 PJ ,1875,Kostverlorenstraat 68,https://mijn.makelaarsland.nl/woning-details/2460399?skipBrokerCheck=True,"Elektra, Water, Elektrische deur",,Dakterras aanwezig,"Ligbad, 2 douches, toilet",3,1910,Bestaande bouw,In overleg,,,,,"Cv-ketel, Vloerverwarming gedeeltelijk, Gashaard",Geen isolatie,,,,,,,289,"In centrum, In woonwijk, Beschutte ligging",31,"Parkeervergunningen, Op eigen terrein",Schilddak bedekt met pannen,6,Beschikbaar,1330,"Cv-ketel, Gasboiler eigendom"
Waddinxveen,24-12-22,2742 NL ,495000,Grondel 20,https://mijn.makelaarsland.nl/woning-details/2949696?skipBrokerCheck=True,Voorzien van elektra,,,Toilet,1,2020,Bestaande bouw,In overleg,5,,,,"Vloerverwarming gedeeltelijk, Warmtepomp",Geen isolatie,,,,,,,116,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak bedekt met pannen,4,Beschikbaar,435,Zonneboiler
's-Gravenhage,24-12-22,2572 RN ,470000,Langnekstraat 39,https://mijn.makelaarsland.nl/woning-details/2949593?skipBrokerCheck=True,"TV kabel, Balansventilatie",,Balkon aanwezig,"Ligbad, 2 douches, toilet",2,2007,Bestaande bouw,In overleg,7,,,,"Cv-ketel, Warmte terugwininstallatie",Geen isolatie,,,,,,,159,"Aan rustige weg, In woonwijk",29,"Betaald parkeren, Parkeervergunningen, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,6,Beschikbaar,602,Cv-ketel
Velp,24-12-22,6881 MK ,650000,Egmondstraat 3,https://mijn.makelaarsland.nl/woning-details/2948959?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Buitenzonwering, Rookkanaal",,,"Ligbad, douche, toilet",1,1922,Bestaande bouw,In overleg,,,,,"Cv-ketel, Houtkachel","Muurisolatie, Gedeeltelijk dubbel glas",,,,,,,167,"Aan rustige weg, In woonwijk, In bosrijke omgeving",10,Openbaar parkeren,"Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",6,Beschikbaar,710,Cv-ketel
Odoornerveen,24-12-22,7874 TE ,535000,Zuidzijde 38,https://mijn.makelaarsland.nl/woning-details/2948827?skipBrokerCheck=True,Elektra,,,Toilet,1,1910,Bestaande bouw,In overleg,77,,,,"Cv-ketel, Vloerverwarming gedeeltelijk, Houtkachel","Dakisolatie, Dubbel glas, HR-glas",,,,,,,146,"Aan water, Aan rustige weg, Vrij uitzicht, Beschutte ligging, Landelijk gelegen",35,Op eigen terrein,Zadeldak bedekt met pannen,5,Beschikbaar,637,Cv-ketel
Amsterdam,24-12-22,1013 BD ,625000,Haparandaweg 902,https://mijn.makelaarsland.nl/woning-details/2948691?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Lift, Glasvezel kabel, Zonnepanelen, Natuurlijke ventilatie","Appartement, Maisonnette",Dakterras aanwezig,"Ligbad, douche, toilet",1,2014,Bestaande bouw,In overleg,6,2e woonlaag,2,,"Stadsverwarming, Vloerverwarming geheel",Driedubbel glas,Ja,198,Ja,Ja,Ja,Ja,78,"Aan water, In woonwijk",3,Betaald parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,318,Cv-ketel
Oldemarkt,24-12-22,8375 GP ,500000,'t Slingerland 3,https://mijn.makelaarsland.nl/woning-details/2948378?skipBrokerCheck=True,"Elektra, Water, Elektrische deur",,,"Ligbad, 2 douches",2,1997,Bestaande bouw,In overleg,64,,,,Cv-ketel,"Dakisolatie, Muurisolatie",,,,,,,175,"Aan rustige weg, In centrum",3,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,6,Beschikbaar,703,Cv-ketel
Groningen,24-12-22,9715 JN ,337500,Ceramstraat 10,https://mijn.makelaarsland.nl/woning-details/2948046?skipBrokerCheck=True,TV kabel,"Appartement, Benedenwoning",,Douche,1,1935,Bestaande bouw,In overleg,13,1e woonlaag,2,,Cv-ketel,HR-glas,Ja,50,Ja,Ja,Ja,Ja,99,"Aan rustige weg, In woonwijk",1,"Betaald parkeren, Parkeervergunningen","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",4,Beschikbaar,327,Cv-ketel
Rotterdam,24-12-22,3068 CN ,450000,Rijstgras 32,https://mijn.makelaarsland.nl/woning-details/2947775?skipBrokerCheck=True,Voorzien van elektra,,,"Douche, toilet",1,1969,Bestaande bouw,In overleg,5,,,,"Cv-ketel, Gashaard",Volledig geïsoleerd,,,,,,,129,"Aan park, Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak bedekt met pannen,6,Beschikbaar,413,Cv-ketel
