city,date,postal_code,price,streetname,url,amenities,appartment_type,balcony_terrace,bathroom_amenities,bathrooms_amount,build_year,construction_type,delivery,external_storage,floor,floors_amount,heating_type,heating,isolation,kvk_insurance,kvk_monthly_payment,kvk_registration,kvk_repair_plan,kvk_reserve_funds,kvk_yearly_meeting,living_size,location,outside_size,parking,roof,rooms_amount,status,volume,warm_water
Apeldoorn,24-12-22,7335 JC ,365000,Beeklustweg 113,https://mijn.makelaarsland.nl/woning-details/2947606?skipBrokerCheck=True,"Voorzien van elektra, Met vliering",,,"Douche, toilet",1,1987,Bestaande bouw,In overleg,8,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Grotendeels dubbelglas",,,,,,,119,In woonwijk,,Openbaar parkeren,Zadeldak bedekt met pannen,4,Beschikbaar,406,"Cv-ketel, Elektrische boiler eigendom"
Nieuweroord,24-12-22,7912 TP ,975000,Noorder Hoofddiep 12,https://mijn.makelaarsland.nl/woning-details/2947506?skipBrokerCheck=True,"Voorzien van verwarming, Voorzien van elektra, Voorzien van water, Met vliering",,,"Ligbad, 2 douches, toilet",2,2010,Bestaande bouw,In overleg,25,,,,"Cv-ketel, Vloerverwarming gedeeltelijk, Houtkachel",Volledig geïsoleerd,,,,,,,297,"Aan rustige weg, Vrij uitzicht, Buiten bebouwde kom, Landelijk gelegen",80,Op eigen terrein,Dwarskap bedekt met riet,6,Beschikbaar,1320,Cv-ketel
Eindhoven,24-12-22,5622 EA ,484000,Cornelis Bloemaertstraat 31,https://mijn.makelaarsland.nl/woning-details/2947497?skipBrokerCheck=True,"Voorzien van elektra, Met vliering",,,"Ligbad, toilet",1,2008,Bestaande bouw,In overleg,9,,,,"Cv-ketel, Vloerverwarming gedeeltelijk",Dakisolatie,,,,,,,117,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Op afgesloten terrein",Zadeldak bedekt met pannen,5,Beschikbaar,405,Cv-ketel
Amstelveen,24-12-22,1185 TG ,350000,Sportlaan 148,https://mijn.makelaarsland.nl/woning-details/2946704?skipBrokerCheck=True,"TV kabel, Lift, Natuurlijke ventilatie","Appartement, Galerijflat",Balkon aanwezig,Ligbad,1,1964,Bestaande bouw,In overleg,8,3e woonlaag,1,,Blokverwarming,Dubbel glas,Ja,298,Ja,Ja,Ja,Ja,80,"Aan rustige weg, In woonwijk, Vrij uitzicht",5,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,261,Elektrische boiler eigendom
Amsterdam,24-12-22,1066 SC ,575000,Belgieplein 48,https://mijn.makelaarsland.nl/woning-details/2946472?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Lift, Schuifpui, Natuurlijke ventilatie","Appartement, Maisonnette","Dakterras aanwezig, balkon aanwezig",,1,1994,Bestaande bouw,In overleg,4,4e woonlaag,2,,Cv-ketel,Volledig geïsoleerd,Ja,350,Ja,Ja,Ja,Ja,128,"In woonwijk, Vrij uitzicht",38,"Openbaar parkeren, Betaald parkeren, Parkeergarage, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,402,Cv-ketel
Delft,24-12-22,2624 XL ,235000,Herman Gorterhof 154,https://mijn.makelaarsland.nl/woning-details/2946033?skipBrokerCheck=True,Voorzien van elektra,"Appartement, Galerijflat",Balkon aanwezig,Ligbad,1,1966,Bestaande bouw,In overleg,6,7e woonlaag,1,,Blokverwarming,"Dakisolatie, Grotendeels dubbelglas",Ja,183,Ja,Ja,Ja,Ja,70,"In woonwijk, Vrij uitzicht",9,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,226,Elektrische boiler huur
Wervershoof,24-12-22,1693 PD ,625000,Knoe 2,https://mijn.makelaarsland.nl/woning-details/2946028?skipBrokerCheck=True,Voorzien van elektra,,,Toilet,1,2019,Bestaande bouw,In overleg,15,,,,"Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Muurisolatie",,,,,,,170,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht",,"Openbaar parkeren, Op eigen terrein",Schilddak bedekt met pannen,6,Beschikbaar,628,Cv-ketel
Amsterdam,24-12-22,1060 RZ ,695000,Eurokade 49,https://mijn.makelaarsland.nl/woning-details/2946019?skipBrokerCheck=True,Voorzien van elektra,,Frans balkon aanwezig,,1,1999,Bestaande bouw,In overleg,7,,,,"Vloerverwarming gedeeltelijk, Warmtepomp","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, HR-glas",,,,,,,148,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht",3,Openbaar parkeren,Lessenaarsdak bedekt met leisteen,5,Beschikbaar,487,Elektrische boiler eigendom
's-Gravenhage,24-12-22,2513 BD ,725000,Nobelstraat 8,https://mijn.makelaarsland.nl/woning-details/2945660?skipBrokerCheck=True,"TV kabel, Lift, Frans balkon, Balansventilatie","Appartement, Bovenwoning",Frans balkon aanwezig,,1,2003,Bestaande bouw,In overleg,,4e woonlaag,1,,"Stadsverwarming, Warmte terugwininstallatie",Geen isolatie,Ja,292,Ja,Ja,Ja,Ja,131,"Aan rustige weg, In centrum, In woonwijk",6,"Openbaar parkeren, Betaald parkeren, Parkeergarage, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,433,Centrale Voorziening
's-Gravenhage,24-12-22,2584 RP ,698000,Jan Kistenstraat 41,https://mijn.makelaarsland.nl/woning-details/2945618?skipBrokerCheck=True,"TV kabel, Airconditioning",,Balkon aanwezig,"Ligbad, toilet",1,1936,Bestaande bouw,In overleg,,,,,Cv-ketel,"Dakisolatie, Dubbel glas, HR-glas",,,,,,,149,"Aan rustige weg, In woonwijk",3,"Betaald parkeren, Parkeervergunningen",Zadeldak bedekt met pannen,6,Beschikbaar,499,Cv-ketel
Huizen,24-12-22,1274 KW ,479000,Rijnland 2,https://mijn.makelaarsland.nl/woning-details/2944794?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Glasvezel kabel",,,Toilet,1,2013,Bestaande bouw,In overleg,,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,126,In woonwijk,,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,452,Cv-ketel
Oudenbosch,24-12-22,4731 ZV ,539000,in den Boomgaert 2 a,https://mijn.makelaarsland.nl/woning-details/2944699?skipBrokerCheck=True,"Verwarming, Elektra, Water, Elektrische deur",,,"Ligbad, 2 douches, toilet",2,2006,Bestaande bouw,In overleg,,,,,"Cv-ketel, Warmte terugwininstallatie",Volledig geïsoleerd,,,,,,,145,"Aan rustige weg, In centrum, In woonwijk",8,"Openbaar parkeren, Op eigen terrein",Tentdak bedekt met pannen,5,Beschikbaar,642,"Cv-ketel, Zonneboiler, Zonnecollectoren"
Amsterdam,24-12-22,1087 CK ,699000,Nicolaas Hennemanhof 4 +PP,https://mijn.makelaarsland.nl/woning-details/2944033?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Schuifpui, Glasvezel kabel, Natuurlijke ventilatie",,,"Ligbad, douche, toilet",1,2008,Bestaande bouw,In overleg,23,,,,Stadsverwarming,Dubbel glas,,,,,,,121,"Aan rustige weg, In woonwijk",,Parkeergarage,Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,438,Centrale Voorziening
Eindhoven,24-12-22,5645 KK ,1190,Gulbergsven 8,https://mijn.makelaarsland.nl/woning-details/2943790?skipBrokerCheck=True,"Verwarming, Elektra, Elektrische deur",,,"Ligbad, 2 douches, 2 toiletten",2,1995,Bestaande bouw,In overleg,,,,,"Cv-ketel, Openhaard, Vloerverwarming geheel",Volledig geïsoleerd,,,,,,,297,"Aan rustige weg, In woonwijk",25,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,6,Beschikbaar,1297,Elektrische boiler eigendom
Delft,24-12-22,2624 AL ,330000,Papsouwselaan 147,https://mijn.makelaarsland.nl/woning-details/2943735?skipBrokerCheck=True,Voorzien van elektra,"Appartement, Galerijflat",Balkon aanwezig,Douche,1,1967,Bestaande bouw,In overleg,3,2e woonlaag,1,,Blokverwarming,Dubbel glas,Ja,127,Ja,Ja,Ja,Ja,90,"In woonwijk, Vrij uitzicht",5,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,289,Elektrische boiler huur
Almere,24-12-22,1326 BA ,350000,Iepenstraat 17,https://mijn.makelaarsland.nl/woning-details/2943538?skipBrokerCheck=True,Voorzien van elektra,,Balkon aanwezig,"Ligbad, douche, toilet",1,1996,Bestaande bouw,In overleg,7,,,,"Stadsverwarming, Vloerverwarming gedeeltelijk",Geen isolatie,,,,,,,122,"Aan rustige weg, In woonwijk, Vrij uitzicht",8,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,397,Stadsverwarming
Werkendam,24-12-22,4251 LZ ,849000,Het Fort 5,https://mijn.makelaarsland.nl/woning-details/2943275?skipBrokerCheck=True,"Elektra, Water, Elektrische deur","Appartement, Penthouse",Balkon aanwezig,"Stoomcabine, ligbad, 2 toiletten",2,2000,Bestaande bouw,In overleg,65,2e woonlaag,1,,"Cv-ketel, Openhaard, Vloerverwarming geheel, Warmte terugwininstallatie",Volledig geïsoleerd,Ja,300,Ja,Ja,Ja,Ja,205,Vrij uitzicht,11,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,654,Cv-ketel
's-Hertogenbosch,24-12-22,5221 PB ,439000,Velderwoude 34,https://mijn.makelaarsland.nl/woning-details/2943164?skipBrokerCheck=True,Voorzien van elektra,,,"Ligbad, douche, toilet",2,2001,Bestaande bouw,In overleg,41,,,,Cv-ketel,Geen isolatie,,,,,,,172,"Aan rustige weg, In woonwijk",18,"Parkeergarage, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,6,Beschikbaar,567,Cv-ketel
Voorhout,24-12-22,2215 SW ,825000,Krokus 57,https://mijn.makelaarsland.nl/woning-details/2942991?skipBrokerCheck=True,"Voorzien van verwarming, Voorzien van elektra",,,Toilet,1,2016,Bestaande bouw,In overleg,2,,,,"Cv-ketel, Vloerverwarming geheel",Volledig geïsoleerd,,,,,,,135,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht",30,"Openbaar parkeren, Op eigen terrein","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",3,Beschikbaar,508,Cv-ketel
Rotterdam,24-12-22,3077 CX ,340000,Regenboogkade 73,https://mijn.makelaarsland.nl/woning-details/2942685?skipBrokerCheck=True,Voorzien van elektra,"Appartement, Portiekflat",,Douche,1,1993,Bestaande bouw,In overleg,4,7e woonlaag,1,,Cv-ketel,Volledig geïsoleerd,Ja,165,Ja,Ja,Ja,Ja,100,"Aan water, Vrij uitzicht, Aan vaarwater",,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,302,Cv-ketel
Arnhem,24-12-22,6833 LB ,536500,Fanny Blankers-Koenstraat 71,https://mijn.makelaarsland.nl/woning-details/2942671?skipBrokerCheck=True,"Verwarming, Elektra",,"Dakterras aanwezig, frans balkon aanwezig","Ligbad, toilet",1,2007,Bestaande bouw,In overleg,,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,168,"Aan water, In woonwijk, Vrij uitzicht, Open ligging, Aan vaarwater",22,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,631,Cv-ketel
West-Graftdijk,24-12-22,1486 MD ,675000,Oude Werf 13,https://mijn.makelaarsland.nl/woning-details/2941874?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Dakraam, Zonnepanelen",,Balkon aanwezig,"Ligbad, toilet",1,1998,Bestaande bouw,In overleg,7,,,,"Cv-ketel, Gashaard",Geen spouw,,,,,,,152,"Aan rustige weg, In woonwijk, Vrij uitzicht, Aan vaarwater",9,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,524,"Cv-ketel, Elektrische boiler eigendom"
Ugchelen,24-12-22,7339 KH ,350000,Hoekelum 4,https://mijn.makelaarsland.nl/woning-details/2960322?skipBrokerCheck=True,Voorzien van elektra,,,"Douche, toilet",1,1981,Bestaande bouw,In overleg,15,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,113,"Aan rustige weg, In woonwijk",2,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,385,Cv-ketel
Badhoevedorp,24-12-22,1171 WH ,675000,Anjersingel 50,https://mijn.makelaarsland.nl/woning-details/2959930?skipBrokerCheck=True,"Elektra, Water",,,Toilet,1,1989,Bestaande bouw,In overleg,16,,,,"Cv-ketel, Warmte terugwininstallatie","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, HR-glas",,,,,,,140,"Aan rustige weg, In woonwijk",2,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,6,Beschikbaar,482,Cv-ketel
Steenwijk,24-12-22,8331 XA ,295000,Paasweide 11,https://mijn.makelaarsland.nl/woning-details/2959796?skipBrokerCheck=True,Voorzien van elektra,,,"Douche, toilet",1,1990,Bestaande bouw,In overleg,11,,,,"Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,115,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,406,Cv-ketel
Amsterdam,24-12-22,1081 BN ,1050,Soetendaal 61,https://mijn.makelaarsland.nl/woning-details/2959609?skipBrokerCheck=True,"TV kabel, Buitenzonwering, Airconditioning, Rookkanaal, Schuifpui, Natuurlijke ventilatie",,"Dakterras aanwezig, balkon aanwezig","Ligbad, douche, 2 toiletten",2,1960,Bestaande bouw,In overleg,8,,,,"Cv-ketel, Openhaard","Dakisolatie, Dubbel glas, HR-glas",,,,,,,177,"Aan rustige weg, In woonwijk",12,"Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,7,Beschikbaar,616,Cv-ketel
Almere,24-12-22,1315 CD ,300000,Flevostraat 64,https://mijn.makelaarsland.nl/woning-details/2958481?skipBrokerCheck=True,Voorzien van elektra,"Appartement, Galerijflat",Balkon aanwezig,Douche,1,1982,Bestaande bouw,In overleg,,2e woonlaag,1,,Stadsverwarming,Geen isolatie,Ja,155,Ja,Ja,Ja,Ja,71,In centrum,5,"Betaald parkeren, Parkeergarage",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,225,Stadsverwarming
Monnickendam,24-12-22,1141 KX ,435000,Leeuwetand 44,https://mijn.makelaarsland.nl/woning-details/2957829?skipBrokerCheck=True,Voorzien van elektra,,,"Douche, toilet",1,1989,Bestaande bouw,In overleg,6,,,,Cv-ketel,Grotendeels dubbelglas,,,,,,,98,"Aan rustige weg, In woonwijk",2,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,349,Cv-ketel
Groningen,24-12-22,9712 VA ,515000,Grote Appelstraat 13,https://mijn.makelaarsland.nl/woning-details/2957784?skipBrokerCheck=True,Voorzien van elektra,,,"Ligbad, douche, toilet",1,2007,Bestaande bouw,In overleg,,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,126,"Aan rustige weg, In woonwijk, Beschutte ligging",,Betaald parkeren,Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,454,"Cv-ketel, Zonneboiler"
Assendelft,24-12-22,1567 JL ,649000,Pentatlon 9,https://mijn.makelaarsland.nl/woning-details/2957506?skipBrokerCheck=True,"Elektra, Elektrische deur",,Frans balkon aanwezig,Toilet,1,2009,Bestaande bouw,In overleg,,,,,"Cv-ketel, Warmte terugwininstallatie, Gashaard",Geen isolatie,,,,,,,167,"Aan rustige weg, In woonwijk",1,"Openbaar parkeren, Op eigen terrein",Dwarskap bedekt met pannen,6,Beschikbaar,737,"Cv-ketel, Elektrische boiler eigendom"
Almere,24-12-22,1339 KL ,690000,Curacaostraat 5,https://mijn.makelaarsland.nl/woning-details/2957348?skipBrokerCheck=True,Voorzien van elektra,,Dakterras aanwezig,"Ligbad, 2 douches, 2 toiletten",2,2001,Bestaande bouw,In overleg,11,,,,"Cv-ketel, Vloerverwarming gedeeltelijk",Volledig geïsoleerd,,,,,,,204,"Aan rustige weg, In woonwijk, Open ligging, Aan vaarwater",64,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,709,Cv-ketel
's-Gravenhage,24-12-22,2565 XH ,495000,Egelantierstraat 39,https://mijn.makelaarsland.nl/woning-details/2956134?skipBrokerCheck=True,TV kabel,,,"Ligbad, douche, toilet",1,1922,Bestaande bouw,In overleg,,,,,Cv-ketel,Dubbel glas,,,,,,,136,"Aan rustige weg, In woonwijk",,"Betaald parkeren, Parkeervergunningen","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",4,Beschikbaar,490,Cv-ketel
Bussum,24-12-22,1402 SP ,625000,Badhuislaan 9,https://mijn.makelaarsland.nl/woning-details/2955805?skipBrokerCheck=True,"TV kabel, Rookkanaal, Glasvezel kabel, Natuurlijke ventilatie",,,Toilet,1,1907,Bestaande bouw,In overleg,,,,,Cv-ketel,"Dakisolatie, Dubbel glas, Voorzetramen, Geen spouw, HR-glas",,,,,,,117,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak bedekt met pannen,4,Beschikbaar,456,Cv-ketel
Utrecht,24-12-22,3555 EN ,320000,Burgemeester Norbruislaan 340,https://mijn.makelaarsland.nl/woning-details/2955685?skipBrokerCheck=True,"Voorzien van elektra, Voorzien van water","Appartement, Benedenwoning",,,,1951,Bestaande bouw,In overleg,9,1e woonlaag,1,,Cv-ketel,Grotendeels dubbelglas,Ja,125,Ja,Ja,Ja,Ja,62,In woonwijk,3,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,208,Cv-ketel
Wijchen,24-12-22,6603 CS ,1395,Gomarius Messtraat 31,https://mijn.makelaarsland.nl/woning-details/2955189?skipBrokerCheck=True,"Verwarming, Elektra, Water, Elektrische deur",,Dakterras aanwezig,"2 ligbaden, 2 douches, 2 toiletten, 2 bidets",2,1963,Bestaande bouw,In overleg,18,,,,"Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,384,"Aan bosrand, Aan rustige weg, Beschutte ligging",89,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,8,Beschikbaar,1287,"Cv-ketel, Elektrische boiler eigendom"
Apeldoorn,24-12-22,7315 CX ,485000,Langeweg 38,https://mijn.makelaarsland.nl/woning-details/2954945?skipBrokerCheck=True,"Elektra, Vliering",,,"Ligbad, douche",1,1933,Bestaande bouw,In overleg,,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,126,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,641,Cv-ketel
Assendelft,24-12-22,1567 EA ,595000,Weideland 32,https://mijn.makelaarsland.nl/woning-details/2954673?skipBrokerCheck=True,Voorzien van elektra,,Dakterras aanwezig,"Douche, toilet",1,2007,Bestaande bouw,In overleg,7,,,,Hete lucht verwarming,Geen isolatie,,,,,,,172,"Aan rustige weg, In woonwijk, Vrij uitzicht",23,Openbaar parkeren,Lessenaarsdak bedekt met pannen,5,Beschikbaar,615,Cv-ketel
Haarlem,24-12-22,2011 GX ,285000,Gedempte Oude Gracht 130 B,https://mijn.makelaarsland.nl/woning-details/2973724?skipBrokerCheck=True,"TV kabel, Dakraam, Natuurlijke ventilatie","Appartement, Bovenwoning",,"Douche, toilet",1,,Bestaande bouw,Direct,,3e woonlaag,1,,Cv-ketel,Dubbel glas,Ja,80,Ja,Ja,Ja,Ja,47,In centrum,,Parkeervergunningen,"Schilddak bedekt met pannen, overig",2,Beschikbaar,162,Cv-ketel
Zuidermeer,24-12-22,1652 CV ,425000,Zuidermeerweg 81,https://mijn.makelaarsland.nl/woning-details/2973581?skipBrokerCheck=True,"Elektra, Elektrische deur",,,"Ligbad, douche, toilet",1,1973,Bestaande bouw,In overleg,18,,,,"Cv-ketel, Vloerverwarming gedeeltelijk",Geen isolatie,,,,,,,123,"In woonwijk, Vrij uitzicht",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,6,Beschikbaar,450,Cv-ketel
Amsterdam,24-12-22,1013 PH ,330000,Dirk Hartoghstraat 18 B,https://mijn.makelaarsland.nl/woning-details/2973215?skipBrokerCheck=True,"Mechanische ventilatie, TV kabel, Natuurlijke ventilatie","Appartement, Bovenwoning",,Douche,1,1883,Bestaande bouw,In overleg,,2e woonlaag,1,,Cv-ketel,Dubbel glas,Ja,95,Ja,Ja,Ja,Ja,38,"Aan rustige weg, In woonwijk",,"Betaald parkeren, Parkeervergunningen",Zadeldak bedekt met pannen,2,Beschikbaar,121,Cv-ketel
